Timestamp,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5
2/25/2020 4:49:04,Caster,Specialist,Melee,Support,Fast-Redeploy
2/25/2020 4:49:23,Guard,Supporter,Caster,Healing,Starter
2/25/2020 4:50:02,Medic,Vanguard,Ranged,Defense,Slow
2/25/2020 4:50:03,Defender,Medic,Vanguard,Healing,Debuff
2/25/2020 4:50:33,Medic,Melee,Ranged,DP-Recovery,Defense
2/25/2020 4:50:56,Guard,Sniper,Caster,Vanguard,Starter
2/25/2020 4:51:22,Sniper,Medic,Supporter,Vanguard,Starter
2/25/2020 4:51:29,Guard,Sniper,Defender,Ranged,DP-Recovery
2/25/2020 4:52:10,Sniper,Defender,Supporter,Vanguard,Defense
2/25/2020 4:52:29,Supporter,Healing,Starter,Survival,Slow
2/25/2020 4:55:37,Supporter,Vanguard,Melee,Starter,Defense
2/25/2020 4:57:34,Guard,Defender,Melee,Starter,DP-Recovery
2/25/2020 4:58:25,Supporter,Caster,Starter,Defense,DP-Recovery
2/25/2020 4:59:05,Caster,Supporter,Defender,DP-Recovery,Defense
2/25/2020 4:59:29,Guard,Medic,Vanguard,DP-Recovery,Defense
2/25/2020 4:59:42,Sniper,Defender,Caster,Melee,Starter
2/25/2020 4:59:54,Guard,Healing,DP-Recovery,DPS,Survival
2/25/2020 5:27:58,Supporter,Caster,Melee,Ranged,Defense
2/25/2020 5:28:49,Guard,Medic,Supporter,Vanguard,Starter
2/25/2020 5:28:54,Guard,Sniper,Defender,Supporter,Melee
2/25/2020 5:29:40,Medic,Vanguard,Survival,DP-Recovery,Starter
2/25/2020 5:32:07,Guard,Specialist,Vanguard,DP-Recovery,Defense
2/25/2020 5:32:23,Medic,Vanguard,Ranged,Starter,Defense
2/25/2020 5:32:52,Medic,Supporter,Caster,Vanguard,Starter
2/25/2020 5:33:17,Guard,Sniper,Melee,Ranged,DP-Recovery
2/25/2020 6:35:33,Guard,Caster,Vanguard,Ranged,Starter
2/25/2020 6:35:57,Caster,Vanguard,Healing,Starter,DP-Recovery
2/25/2020 6:40:09,Defender,Supporter,Ranged,DP-Recovery,AoE
2/25/2020 6:40:37,Medic,Caster,Vanguard,DP-Recovery,Slow
2/25/2020 6:41:35,Sniper,Defender,Medic,Caster,Melee
2/25/2020 6:42:12,Supporter,Ranged,Starter,DP-Recovery,AoE
2/25/2020 6:49:10,Sniper,Defender,Caster,Starter,DP-Recovery
2/25/2020 6:50:17,Guard,Sniper,Supporter,Melee,Starter
2/25/2020 6:53:47,Sniper,Vanguard,Melee,Ranged,DP-Recovery
2/25/2020 6:56:07,Sniper,Supporter,Caster,Melee,DP-Recovery
2/25/2020 6:56:39,Guard,Sniper,Caster,Vanguard,Starter
2/25/2020 6:57:06,Medic,Caster,Healing,Survival,Slow
2/25/2020 7:06:58,Melee,Starter,Vanguard,Caster,DP-Recovery
2/25/2020 7:31:39,Sniper,Supporter,Caster,Ranged,Starter
2/25/2020 7:32:24,Caster,Vanguard,Ranged,DP-Recovery,AoE
2/25/2020 7:55:42,Medic,Caster,Melee,Starter,Defense
2/25/2020 8:01:35,Medic,Vanguard,Healing,DPS,AoE
2/25/2020 8:02:10,Defender,Medic,Melee,Ranged,Defense
2/25/2020 8:02:46,Defender,Supporter,Vanguard,DP-Recovery,Slow
2/25/2020 8:04:04,Medic,Caster,Starter,Survival,Slow
2/25/2020 8:04:07,Caster,Vanguard,Ranged,DP-Recovery,AoE
2/25/2020 8:04:57,Sniper,Medic,Specialist,Melee,Ranged
2/25/2020 8:05:02,Medic,Supporter,Ranged,Starter,Defense
2/25/2020 8:05:40,Vanguard,Ranged,Starter,Defender,Slow
2/25/2020 8:06:47,Medic,Healing,DPS,Survival,Starter
2/25/2020 8:07:28,Guard,Sniper,Vanguard,Starter,Healing
2/25/2020 8:08:15,Medic,Vanguard,Ranged,Starter,Slow
2/25/2020 8:09:05,Guard,Medic,Supporter,DP-Recovery,Survival
2/25/2020 9:02:11,Guard,Ranged,Healing,Starter,Fast-Redeploy
2/25/2020 9:02:45,Sniper,Caster,Vanguard,Starter,DPS
2/25/2020 9:03:19,Caster,Vanguard,Ranged,Healing,Slow
2/25/2020 9:08:45,Sniper,Supporter,Caster,Vanguard,Defense
2/25/2020 9:10:12,Guard,Caster,Melee,Starter,DP-Recovery
2/25/2020 9:26:27,Sniper,Defender,Medic,Melee,DP-Recovery
2/25/2020 9:49:46,Guard,Sniper,Vanguard,Ranged,DPS
2/25/2020 10:36:51,Guard,Supporter,Melee,Starter,Defense
2/25/2020 10:37:42,Defender,Caster,Vanguard,Ranged,Defense
2/25/2020 10:38:27,Sniper,Supporter,Caster,Vanguard,Healing
2/25/2020 10:39:09,Sniper,Defender,Supporter,Caster,Melee
2/25/2020 10:46:11,Medic,Vanguard,Healing,DP-Recovery,Survival
2/25/2020 10:53:38,Supporter,Starter,Defense,DP-Recovery,Slow
2/25/2020 10:54:56,Melee,DPS,AoE,DP-Recovery,Survival
2/25/2020 10:55:34,Caster,Vanguard,Ranged,Healing,DPS
2/25/2020 11:42:01,Supporter,Starter,DP-Recovery,Survival,Slow
2/25/2020 13:13:04,Sniper,Defender,Supporter,Ranged,Defense
2/25/2020 13:13:30,Healing,Starter,DP-Recovery,DPS,Survival
2/25/2020 13:15:13,Defender,Medic,Supporter,Starter,AoE
2/25/2020 13:35:00,Medic,Supporter,Caster,AoE,Defense
2/25/2020 13:35:51,Supporter,Caster,Starter,AoE,Fast-Redeploy
2/25/2020 13:37:16,Caster,Specialist,Starter,DP-Recovery,Defense
2/25/2020 13:42:41,Medic,Vanguard,DPS,Guard,Starter
2/25/2020 13:50:26,Sniper,Guard,Medic,DP-Recovery,AoE
2/25/2020 13:50:40,Supporter,Medic,Healing,Starter,DPS
2/25/2020 13:50:57,Sniper,Defender,DP-Recovery,AoE,Melee
2/25/2020 13:51:21,Defender,Healing,Melee,AoE,Starter
2/25/2020 13:51:52,Sniper,Supporter,Fast-Redeploy,Debuff,Melee
2/25/2020 13:53:23,Sniper,Caster,Medic,Robot,Ranged
2/25/2020 13:52:59,Caster,Sniper,Supporter,Shift,Melee
2/25/2020 13:53:59,Medic,Vanguard,DP-Recovery,DPS,Melee
2/25/2020 13:54:48,Sniper,Guard,Vanguard,Melee,Starter
2/25/2020 13:55:26,Defender,Specialist,DP-Recovery,AoE,Ranged
2/25/2020 13:56:04,Guard,Defender,Healing,Starter,Melee
2/25/2020 14:01:07,Melee,Support,DPS,AoE,Slow
2/25/2020 14:01:42,Guard,Sniper,Caster,Ranged,Slow
2/25/2020 14:02:04,Defender,Caster,Melee,Starter,Defense
2/25/2020 14:02:20,Sniper,Defender,Caster,Melee,Defense
2/25/2020 14:02:40,Guard,Medic,Supporter,Melee,Survival
2/25/2020 14:02:56,Sniper,Supporter,Ranged,Starter,DP-Recovery
2/25/2020 14:03:24,Defender,Supporter,Melee,Starter,Defense
2/25/2020 14:03:48,Medic,Healing,Starter,DPS,Fast-Redeploy
2/25/2020 14:15:03,Supporter,Vanguard,Ranged,Healing,Slow
2/25/2020 14:16:17,Sniper,Defender,Supporter,Vanguard,Defense
2/25/2020 14:16:40,Sniper,Vanguard,Melee,Starter,DPS
2/25/2020 14:17:51,Sniper,Medic,Specialist,Vanguard,Starter
2/25/2020 14:18:35,Guard,Vanguard,Starter,DP-Recovery,Survival
2/25/2020 14:31:18,Defender,Top,Medic,Healing,Support
2/25/2020 14:32:34,Defender,Vanguard,AoE,DP-Recovery,Supporter
2/25/2020 14:48:43,Medic,Supporter,Healing,DP-Recovery,Slow
2/25/2020 15:20:37,Guard,Vanguard,DPS,DP-Recovery,Survival
2/25/2020 15:20:55,Sniper,Caster,Vanguard,Melee,DP-Recovery
2/25/2020 15:21:17,Medic,Caster,Vanguard,Ranged,Starter
2/25/2020 15:32:51,DP-Recovery,Fast-Redeploy,Specialist,Melee,Senior
2/25/2020 16:22:27,Defender,Caster,Vanguard,Ranged,Slow
2/25/2020 16:22:53,Melee,Healing,AoE,Slow,Fast-Redeploy
2/25/2020 16:23:21,Defender,Caster,Support,AoE,Defense
2/25/2020 16:29:07,Medic,Caster,Vanguard,Melee,Survival
2/25/2020 16:30:35,Guard,Ranged,Caster,DPS,Ranged
2/25/2020 16:31:25,Guard,Medic,Supporter,Caster,Healing
2/25/2020 16:32:57,Guard,Medic,Supporter,Vanguard,Survival
2/25/2020 17:10:25,Defender,Support,Starter,AoE,Fast-Redeploy
2/25/2020 17:10:30,Defender,Support,Starter,AoE,Fast-Redeploy
2/25/2020 17:26:12,Guard,Medic,Supporter,Melee,Ranged
2/25/2020 18:50:42,Caster,Vanguard,Starter,DP-Recovery,Survival
2/25/2020 18:51:09,Defender,Caster,Specialist,Melee,Defense
2/25/2020 18:51:31,Caster,Vanguard,Ranged,Starter,DP-Recovery
2/25/2020 18:51:50,Guard,Medic,Ranged,Healing,DP-Recovery
2/25/2020 18:53:03,Ranged,Starter,DP-Recovery,AoE,Defense
2/25/2020 18:54:00,Sniper,Defender,DP-Recovery,Defense,Fast-Redeploy
2/25/2020 19:22:16,Guard,Defender,Melee,Starter,DP-Recovery
2/25/2020 19:22:56,Sniper,Medic,Caster,Healing,Starter
2/25/2020 19:24:53,Guard,Defender,Medic,Caster,Melee
2/25/2020 19:27:22,Sniper,Supporter,Vanguard,Melee,Defense
2/25/2020 19:36:38,Specialist,Vanguard,Starter,AoE,Shift
2/25/2020 19:39:21,Supporter,Vanguard,DP-Recovery,Defense,Slow
2/25/2020 19:40:15,Defender,Supporter,Caster,Vanguard,Slow
2/25/2020 19:41:42,Medic,Caster,Vanguard,DP-Recovery,DPS
2/25/2020 19:42:16,Guard,Medic,Supporter,Vanguard,DP-Recovery
2/25/2020 19:43:44,Supporter,Healing,Starter,Survival,Slow
2/25/2020 19:56:04,Medic,Supporter,Vanguard,Melee,Survival
2/25/2020 19:56:30,Medic,Melee,Ranged,DP-Recovery,DPS
2/25/2020 20:28:23,Medic,Vanguard,Defender,Starter,Defense
2/25/2020 20:28:50,Defender,AoE,Defense,Starter,Melee
2/25/2020 20:29:19,Defender,Vanguard,Supporter,DP-Recovery,Melee
2/25/2020 20:29:43,Sniper,Defender,Healing,Starter,Melee
2/25/2020 20:30:12,Caster,Medic,Vanguard,Starter,DP-Recovery
2/25/2020 20:30:59,Sniper,Caster,Vanguard,Senior,Crowd-Control
2/25/2020 20:31:26,Vanguard,Defender,DP-Recovery,Melee,Starter
2/25/2020 20:32:20,Sniper,Guard,DPS,Survival,Melee
2/25/2020 20:32:39,Medic,Caster,Supporter,Ranged,DPS
2/25/2020 20:32:58,Defender,Specialist,DPS,AoE,Debuff
2/25/2020 21:17:07,Caster,DP-Recovery,Defense,Starter,Supporter
2/25/2020 21:17:57,Medic,Supporter,DP-Recovery,AoE,Defense
2/25/2020 21:50:39,Medic,Vanguard,Caster,Ranged,Healing
2/25/2020 21:54:22,Sniper,Defender,Caster,DP-Recovery,Defense
2/25/2020 21:54:45,Guard,Defender,Medic,Caster,Vanguard
2/25/2020 21:55:12,Guard,Defender,Specialist,Healing,Defense
2/25/2020 23:45:19,Guard,Healing,Defense,Melee,Fast-Redeploy
2/25/2020 23:46:09,Caster,Vanguard,Ranged,DP-Recovery,AoE
2/25/2020 23:46:45,Caster,Guard,Vanguard,Ranged,Starter
2/25/2020 23:47:09,Guard,Caster,Supporter,Melee,Starter
2/26/2020 0:14:48,Vanguard,Defender,DP-Recovery,Starter,Melee
2/26/2020 0:49:13,Guard,Vanguard,DPS,Survival,Melee
2/26/2020 0:49:27,Vanguard,Defender,Defense,Starter,Melee
2/26/2020 0:49:45,Vanguard,Defender,Survival,Starter,Melee
2/26/2020 0:50:01,Vanguard,Sniper,Defender,DP-Recovery,Melee
2/26/2020 0:50:25,Vanguard,Supporter,DP-Recovery,Melee,Starter
2/26/2020 0:50:51,Sniper,Caster,Vanguard,DP-Recovery,Melee
2/26/2020 0:51:23,Sniper,Defender,Vanguard,DP-Recovery,Melee
2/26/2020 0:51:37,Defender,Medic,Healing,Ranged,Starter
2/26/2020 0:51:58,Sniper,Guard,Defender,Healing,Melee
2/26/2020 0:52:26,Defender,Specialist,Fast-Redeploy,DPS,Melee
2/26/2020 0:52:46,Vanguard,Medic,Specialist,Fast-Redeploy,Melee
2/26/2020 1:26:01,Guard,Vanguard,DP-Recovery,DPS,Survival
2/26/2020 1:40:16,Defender,Medic,Melee,DP-Recovery,Defense
2/26/2020 2:26:48,Guard,Specialist,Healing,Debuff,Shift
2/26/2020 2:27:30,Supporter,Caster,DP-Recovery,Ranged,AoE
2/26/2020 2:27:58,Defender,Supporter,Defense,DP-Recovery,Ranged
2/26/2020 2:55:23,Guard,Medic,Caster,Vanguard,Starter
2/26/2020 2:55:43,Medic,Supporter,Vanguard,Starter,AoE
2/26/2020 2:56:07,Supporter,Vanguard,Ranged,Healing,Slow
2/26/2020 8:19:09,Vanguard,Healing,Healing,Supporter,Vanguard
2/26/2020 9:10:07,Medic,Supporter,Vanguard,Melee,Ranged
2/26/2020 9:11:02,Medic,Vanguard,Melee,Ranged,Defense
2/26/2020 9:11:26,Supporter,Caster,Ranged,DP-Recovery,AoE
2/26/2020 9:11:58,Defender,Medic,Supporter,Vanguard,Starter
2/26/2020 9:12:27,Defender,Medic,Caster,Starter,DP-Recovery
2/26/2020 9:19:43,Guard,Melee,Ranged,Starter,DP-Recovery
2/26/2020 9:20:14,Supporter,Healing,Starter,Survival,Slow
2/26/2020 9:20:58,Supporter,Caster,Vanguard,AoE,Defense
2/26/2020 9:21:42,Caster,Specialist,Melee,Ranged,Fast-Redeploy
2/26/2020 9:23:23,Defender,Medic,Supporter,Caster,Fast-Redeploy
2/26/2020 9:24:08,Caster,Melee,Starter,DP-Recovery,Defense
2/26/2020 9:47:52,Guard,Vanguard,Melee,Ranged,DPS
2/26/2020 9:48:33,Guard,Defender,Vanguard,Melee,DP-Recovery
2/26/2020 9:51:31,Medic,Caster,Vanguard,Ranged,AoE
2/26/2020 10:25:32,Supporter,Caster,Starter,DP-Recovery,AoE
2/26/2020 10:26:18,Defender,Medic,Ranged,DP-Recovery,Defense
2/26/2020 10:27:27,Medic,Ranged,Healing,DPS,AoE
2/26/2020 10:29:55,Vanguard,Ranged,Healing,DP-Recovery,Slow
2/26/2020 10:33:44,Defender,Medic,Ranged,Healing,Debuff
2/26/2020 10:37:01,Defender,Caster,Starter,DP-Recovery,Defense
2/26/2020 10:38:14,Guard,Vanguard,Melee,Starter,Survival
2/26/2020 10:49:22,Sniper,Medic,Vanguard,Melee,DPS
2/26/2020 10:52:23,Supporter,Vanguard,Melee,Starter,Defense
2/26/2020 10:57:28,Caster,Vanguard,Melee,Starter,Survival
2/26/2020 10:59:39,Medic,Ranged,Starter,DPS,AoE
2/26/2020 11:00:24,Ranged,Healing,DP-Recovery,DPS,AoE
2/26/2020 11:01:37,Sniper,Medic,Supporter,Melee,Starter
2/26/2020 11:02:22,Vanguard,Ranged,Healing,DP-Recovery,Robot
2/26/2020 12:09:34,Medic,Caster,Vanguard,Starter,Survival
2/26/2020 12:10:07,Guard,Medic,Melee,DP-Recovery,DPS
2/26/2020 12:10:37,Medic,Supporter,Caster,Ranged,Slow
2/26/2020 12:11:14,Guard,Supporter,Caster,Melee,Starter
2/26/2020 12:12:04,Sniper,Defender,Medic,Supporter,Caster
2/26/2020 12:22:46,Guard,Defender,Supporter,Ranged,Starter
2/26/2020 12:26:33,Medic,Vanguard,Melee,Ranged,Starter
2/26/2020 12:35:37,Guard,Vanguard,Melee,Ranged,Starter
2/26/2020 15:10:30,Medic,Caster,Vanguard,Ranged,Slow
2/26/2020 15:11:16,Ranged,Healing,Starter,DPS,AoE
2/26/2020 15:11:53,Medic,Supporter,Vanguard,DP-Recovery,Survival
2/26/2020 15:16:48,Guard,Medic,Supporter,Caster,Starter
2/26/2020 15:18:52,Caster,Healing,Starter,DPS,Survival
2/26/2020 16:18:25,Caster,Vanguard,Healing,DP-Recovery,Slow
2/26/2020 16:18:47,Guard,Medic,Caster,Vanguard,Defense
2/26/2020 16:19:11,Defender,Medic,Starter,AoE,Defense
2/26/2020 16:19:38,Medic,Vanguard,Healing,Starter,DPS
2/26/2020 16:21:28,Medic,Supporter,Melee,Ranged,Starter
2/26/2020 16:21:47,Vanguard,Debuff,DP-Recovery,Shift,Healing
2/26/2020 16:22:46,Guard,Defender,Starter,DP-Recovery,Defense
2/26/2020 16:23:40,Defender,Supporter,Healing,Defense,Slow
2/26/2020 16:38:32,Guard,Sniper,Medic,Melee,Ranged
2/26/2020 16:38:36,Medic,Starter,DP-Recovery,AoE,Defense
2/26/2020 16:38:52,Vanguard,Melee,Ranged,DP-Recovery,Defense
2/26/2020 16:39:11,Sniper,Medic,Melee,Ranged,Starter
2/26/2020 16:39:22,Guard,DP-Recovery,Survival,Slow,Debuff
2/26/2020 16:39:27,Caster,Ranged,Starter,DP-Recovery,Slow
2/26/2020 16:39:44,Guard,Sniper,Caster,Healing,DPS
2/26/2020 16:40:07,Defender,Ranged,Starter,DP-Recovery,AoE
2/26/2020 16:40:41,Guard,Medic,Supporter,Caster,Defense
2/26/2020 16:49:48,Caster,Vanguard,Ranged,DP-Recovery,Slow
2/26/2020 16:50:36,Healing,Starter,DP-Recovery,Survival,Slow
2/26/2020 16:51:27,Sniper,Supporter,Caster,Healing,DP-Recovery
2/26/2020 17:01:49,Sniper,Defender,Medic,Caster,Melee
2/26/2020 17:02:06,Sniper,Caster,Vanguard,DPS,Slow
2/26/2020 17:18:42,Top,Defense,Sniper,Defender,Specialist
2/26/2020 17:51:59,Sniper,Medic,Supporter,Vanguard,Fast-Redeploy
2/26/2020 17:53:05,Sniper,Ranged,Melee,Defender,Starter
2/26/2020 18:11:56,Sniper,Vanguard,Melee,Starter,Defense
2/26/2020 18:37:58,Defender,Healing,Support,Melee,Defense
2/26/2020 18:43:11,Sniper,Medic,Supporter,Ranged,DP-Recovery
2/26/2020 18:44:45,Guard,Supporter,Vanguard,Melee,Defense
2/26/2020 18:48:12,Medic,Vanguard,Ranged,Starter,DP-Recovery
2/26/2020 18:49:48,Guard,Sniper,Defender,Melee,Defense
2/26/2020 18:52:27,Medic,Supporter,Caster,Healing,Slow
2/26/2020 18:53:22,Sniper,Medic,Caster,Vanguard,Melee
2/26/2020 18:54:00,Medic,Caster,Vanguard,Survival,Slow
2/26/2020 18:55:04,Supporter,Vanguard,Melee,Ranged,DP-Recovery
2/26/2020 18:57:32,Medic,Vanguard,Ranged,DP-Recovery,Defense
2/26/2020 19:02:26,Guard,Sniper,Vanguard,Ranged,Healing
2/26/2020 19:03:19,Guard,Medic,Supporter,Melee,DP-Recovery
2/26/2020 19:04:33,Sniper,DP-Recovery,DPS,AoE,Fast-Redeploy
2/26/2020 19:15:11,Medic,Vanguard,Melee,Ranged,Defense
2/26/2020 19:16:28,Guard,Vanguard,Melee,Starter,DP-Recovery
2/26/2020 19:17:12,Medic,Supporter,Ranged,DP-Recovery,Defense
2/26/2020 19:18:18,Medic,Supporter,Caster,Healing,AoE
2/26/2020 19:37:36,Supporter,Caster,Vanguard,Melee,Healing
2/26/2020 19:41:11,Guard,Sniper,Supporter,Melee,DP-Recovery
2/26/2020 19:41:51,Defender,Medic,Vanguard,Ranged,Starter
2/26/2020 19:42:24,Defender,Medic,Supporter,Vanguard,Melee
2/26/2020 20:50:08,Support,Melee,Starter,DP-Recovery,Survival
2/26/2020 21:42:32,Supporter,Vanguard,Ranged,Starter,AoE
2/26/2020 21:42:58,AoE,Vanguard,Defender,Defense,Starter
2/26/2020 21:43:23,Guard,Defender,Caster,Vanguard,Debuff
2/26/2020 21:46:45,Guard,Defender,Caster,Ranged,DP-Recovery
2/26/2020 21:54:19,Defender,Medic,Melee,Ranged,Defense
2/26/2020 21:54:48,Medic,Melee,Ranged,DP-Recovery,Defense
2/26/2020 21:55:15,Guard,Supporter,Vanguard,DP-Recovery,Defense
2/26/2020 21:57:28,Defender,Specialist,Vanguard,DP-Recovery,Fast-Redeploy
2/26/2020 22:06:38,Supporter,Healing,Caster,DP-Recovery,Survival
2/26/2020 22:20:07,DP-Recovery,Sniper,Supporter,Ranged,Starter
2/26/2020 22:44:00,Defender,Supporter,Starter,AoE,Defense
2/26/2020 22:45:24,Medic,Vanguard,Melee,Slow,Robot
2/26/2020 22:46:36,Sniper,Medic,Ranged,Healing,DPS
2/26/2020 22:46:50,Medic,Sniper,Starter,Defense,Slow
2/26/2020 22:47:06,Medic,Caster,Ranged,Healing,Starter
2/26/2020 22:47:51,Medic,Caster,Vanguard,Defense,Starter
2/26/2020 22:48:01,Medic,Vanguard,Ranged,Healing,DP-Recovery
2/26/2020 22:49:01,Medic,Supporter,Caster,Vanguard,Healing
2/26/2020 22:49:34,Defender,Supporter,Vanguard,Ranged,Slow
2/26/2020 22:49:46,Medic,Supporter,Vanguard,Starter,AoE
2/26/2020 22:50:11,Medic,Vanguard,Ranged,Defense,Slow
2/26/2020 22:52:01,Defender,Medic,Ranged,AoE,Defense
2/26/2020 22:52:25,Sniper,Caster,Vanguard,Healing,DPS
2/26/2020 23:07:56,Medic,Vanguard,Starter,DP-Recovery,DPS
2/26/2020 23:08:46,Defender,Caster,DP-Recovery,AoE,Defense
2/26/2020 23:09:34,Sniper,Medic,Starter,DP-Recovery,Defense
2/26/2020 23:20:25,Medic,Ranged,Starter,Defense,Slow
2/26/2020 23:22:41,Vanguard,Ranged,Starter,DP-Recovery,Slow
2/26/2020 23:23:45,Vanguard,Ranged,Healing,DP-Recovery,Shift
2/26/2020 23:23:47,Medic,Supporter,Healing,Starter,DP-Recovery
2/26/2020 23:24:19,Guard,Sniper,Caster,Healing,DP-Recovery
2/26/2020 23:25:04,Guard,Sniper,Caster,DP-Recovery,Defense
2/26/2020 23:29:16,Medic,Caster,Specialist,Healing,Debuff
2/26/2020 23:35:23,Sniper,Defender,Melee,DP-Recovery,Defense
2/27/2020 0:07:54,Guard,Sniper,Ranged,Starter,Defense
2/27/2020 0:26:18,Sniper,DPS,AoE,Slow,Fast-Redeploy
2/27/2020 1:36:38,Guard,Medic,Vanguard,Ranged,Defense
2/27/2020 1:37:00,Supporter,Caster,Healing,DP-Recovery,AoE
2/27/2020 1:37:21,Guard,Caster,Vanguard,Starter,DPS
2/27/2020 1:38:52,Medic,Caster,Vanguard,Ranged,Slow
2/27/2020 2:52:31,Supporter,Vanguard,Ranged,DP-Recovery,Slow
2/27/2020 2:55:41,Medic,Caster,Vanguard,Healing,DP-Recovery
2/27/2020 2:56:08,Defender,Medic,Supporter,Melee,Ranged
2/27/2020 3:31:26,Guard,Medic,Caster,Melee,Starter
2/27/2020 4:02:38,Supporter,Caster,Vanguard,DP-Recovery,Defense
2/27/2020 4:02:54,Sniper,Medic,Melee,DP-Recovery,Defense
2/27/2020 4:04:02,Defender,Ranged,DP-Recovery,Defense,Slow
2/27/2020 4:05:55,Medic,Supporter,Ranged,Starter,Slow
2/27/2020 4:06:06,Guard,Vanguard,Supporter,Caster,Ranged
2/27/2020 4:09:41,Supporter,Guard,Melee,Starter,Ranged
2/27/2020 4:32:59,Defender,Vanguard,Starter,DP-Recovery,Slow
2/27/2020 4:34:07,Medic,Caster,Starter,DPS,Survival
2/27/2020 4:35:21,Guard,Sniper,Supporter,Vanguard,Starter
2/27/2020 4:36:17,Defender,Medic,Supporter,Vanguard,Slow
2/27/2020 4:36:58,Defender,Medic,Ranged,Starter,AoE
2/27/2020 4:37:44,Sniper,Supporter,Vanguard,Melee,DP-Recovery
2/27/2020 4:50:28,Supporter,Specialist,Ranged,Fast-Redeploy,Shift
2/27/2020 4:50:43,Guard,Melee,Starter,DPS,Survival
2/27/2020 4:52:21,Vanguard,Melee,DPS,Slow,Debuff
2/27/2020 4:53:35,Medic,Supporter,Ranged,Starter,DP-Recovery
2/27/2020 4:53:55,Defender,Medic,Caster,AoE,Defense
2/27/2020 4:54:52,Supporter,Vanguard,DP-Recovery,AoE,Defense
2/27/2020 4:55:15,Guard,Defender,Supporter,Vanguard,DP-Recovery
2/27/2020 5:01:03,Sniper,Caster,Melee,Top,Healing
2/27/2020 5:02:10,Ranged,Healing,Starter,DP-Recovery,DPS
2/27/2020 5:03:24,Supporter,Caster,Vanguard,Starter,DP-Recovery
2/27/2020 5:11:55,Defender,Supporter,Vanguard,DP-Recovery,Melee
2/27/2020 5:12:18,Sniper,Supporter,Caster,Slow,Fast-Redeploy
2/27/2020 5:13:03,Guard,Supporter,Specialist,DP-Recovery,Shift
2/27/2020 5:13:12,Sniper,Defender,Caster,Melee,Ranged
2/27/2020 5:13:23,Guard,Sniper,Medic,Ranged,DP-Recovery
2/27/2020 5:15:02,Guard,Medic,Caster,Melee,Starter
2/27/2020 5:15:34,Medic,Supporter,Caster,Starter,AoE
2/27/2020 5:40:15,Supporter,Caster,Vanguard,Survival,Slow
2/27/2020 5:40:54,Medic,Supporter,Starter,DP-Recovery,Survival
2/27/2020 6:12:10,Caster,Support,Melee,Survival,Slow
2/27/2020 6:12:58,Guard,Sniper,Vanguard,Healing,DP-Recovery
2/27/2020 6:13:32,Sniper,Medic,Supporter,Caster,Vanguard
2/27/2020 6:31:16,Sniper,AoE,DPS,Ranged,Slow
2/27/2020 6:34:15,Guard,Sniper,Supporter,Vanguard,Starter
2/27/2020 6:35:50,Guard,Defender,Vanguard,DP-Recovery,Defense
2/27/2020 6:36:47,Supporter,Caster,Vanguard,Melee,Survival
2/27/2020 6:37:12,Caster,Vanguard,Melee,DP-Recovery,DPS
2/27/2020 6:37:39,Defender,Vanguard,Starter,DP-Recovery,AoE
2/27/2020 6:38:05,Guard,Sniper,Healing,DP-Recovery,DPS
2/27/2020 6:43:24,Guard,Sniper,Medic,Caster,Melee
2/27/2020 7:00:02,Medic,Supporter,Vanguard,Healing,DP-Recovery
2/27/2020 7:01:08,Supporter,Vanguard,Healing,Starter,Survival
2/27/2020 7:02:26,Guard,Medic,Supporter,Vanguard,Starter
2/27/2020 7:08:27,Medic,Supporter,Ranged,Starter,Defense
2/27/2020 7:08:57,Medic,Caster,Specialist,Ranged,Fast-Redeploy
2/27/2020 7:09:22,Medic,Ranged,Healing,DPS,AoE
2/27/2020 7:09:43,Guard,Sniper,Ranged,DP-Recovery,DPS
2/27/2020 7:39:42,Guard,Defender,Vanguard,Ranged,Starter
2/27/2020 7:40:11,Medic,Vanguard,Melee,DP-Recovery,DPS
2/27/2020 7:41:03,Vanguard,Healing,DP-Recovery,Survival,Slow
2/27/2020 7:41:36,Caster,Supporter,Melee,Ranged,Starter
2/27/2020 7:42:53,Defender,Medic,Caster,Vanguard,Starter
2/27/2020 7:44:25,Sniper,Defender,Starter,Medic,DP-Recovery
2/27/2020 7:45:30,Caster,Starter,DP-Recovery,DPS,Survival
2/27/2020 7:46:45,Guard,Sniper,Medic,DP-Recovery,Defense
2/27/2020 7:46:51,Medic,Starter,DP-Recovery,Survival,Slow
2/27/2020 7:47:15,Vanguard,Healing,DPS,DP-Recovery,Survival
2/27/2020 7:47:23,Guard,Vanguard,Starter,DPS,DP-Recovery
2/27/2020 8:16:53,Sniper,Survival,Medic,Supporter,Fast-Redeploy
2/27/2020 8:17:47,Sniper,Supporter,Caster,Vanguard,Healing
2/27/2020 8:25:23,Guard,Medic,Sniper,DPS,Melee
2/27/2020 8:27:40,Supporter,Vanguard,Ranged,Defense,Slow
2/27/2020 8:29:18,Defender,Medic,Caster,Defense,Slow
2/27/2020 9:04:01,Medic,Caster,Vanguard,DP-Recovery,AoE
2/27/2020 9:04:56,Vanguard,Melee,Ranged,Starter,Survival
2/27/2020 9:05:38,Medic,Supporter,Specialist,AoE,Fast-Redeploy
2/27/2020 9:06:25,Guard,Supporter,Ranged,Healing,DP-Recovery
